sls_ord_num,sls_prd_key,sls_cust_id,sls_store_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO78790,COM_LAP-1008,20239,1,20251106,20251115,20251123,74790,2,37395
SO78791,COM_LAP-1004,,7,20251106,20251108,20251118,,2,64982
SO78792,COM_LAP-1001,24423,7,20251121,20251123,20251208,105470,2,52735
SO78793,MOB_SWA-1016,20032,5,20251122,20251201,20251207,4292,1,4292
SO78793,ACC_CHG-1008,20032,5,20251122,20251201,20251207,912,1,912
SO78794,DIS_TVS-1010,22347,5,20251113,20251121,20251128,108786,3,36262
SO78795,MOB_SMP-1008,25055,7,20251109,20251112,20251127,49650,3,0
SO78796,GAM_CTR-1014,27739,2,20251120,20251128,20251206,854,1,1187
SO78797,COM_DSK-1001,26549,5,20251120,20251129,20251207,14608,1,14608
SO78798,MOB_TAB-1010,21923,2,20251104,20251114,20251123,44868,3,14956
SO78798,GAM_CON-1001,21923,2,20251104,20251114,20251123,29258,1,29258
SO78799,COM_DSK-1011,24220,7,20251119,20251125,20251204,17881,1,17881
SO78800,ACC_CHG-1002,22741,4,20251102,20251104,20251116,531,1,531
SO78801,MOB_TAB-1003,20982,3,20251109,20251115,20251123,18563,1,18563
SO78801,GAM_CON-1015,20982,3,20251109,20251115,20251123,28962,1,28962
SO78802,GAM_CTR-1008,24568,5,20251110,20251115,20251121,5252,2,2626
SO78803,GAM_CTR-1016,25632,1,20251106,20251110,20251123,2953,1,2953
SO78804,COM_STR-1010,23803,3,20251101,20251106,20251116,9316,1,0
SO78804,GAM_ACC-1002,23803,3,20251101,20251106,20251116,1183,1,1183
SO78805,MOB_SWA-1004,21498,1,20251107,20251115,20251126,14988,1,14988
SO78805,GAM_ACC-1009,21498,1,20251107,20251115,20251126,2416,1,2416
SO78806,ACC_CAS-1006,24478,7,20251101,20251111,20251111,210,1,210
SO78807,ACC_CHG-1017,26821,2,20251125,20251204,20251208,2770,2,1385
SO78807,COM_MTB-1007,26821,2,20251125,20251204,20251208,3669,1,3669
SO78808,ACC_PWB-1012,25008,2,20251107,20251111,20251121,4040,2,2020
SO78808,ACC_CAB-1018,25008,2,20251107,0,20251121,1278,1,1278
SO78808,DIS_MON-1011,25008,2,20251107,20251111,20251121,14043,1,14043
SO78808,COM_LAP-1010,25008,2,20251107,20251111,20251121,70019,1,0
SO78809,DIS_TVS-1008,22546,2,20251120,20251130,20251202,187284,3,62428
SO78810,GAM_CON-1018,26745,2,20251128,20251203,20251209,11609,1,11609
SO78810,COM_DSK-1017,26745,2,20251128,20251203,20251209,145776,2,72888
SO78811,ACC_CHG-1017,26126,3,20251114,20251120,20251127,2874,2,1437
SO78811,COM_STR-1013,26126,3,20251114,20251120,20251127,6224,2,3112
SO78812,MOB_TAB-1010,22107,6,20251107,20251115,20251118,16309,1,16309
SO78813,ACC_PWB-1006,22295,2,20251117,20251119,20251128,3855,2,1857
SO78813,ACC_CAB-1012,22295,2,20251117,20251119,20251128,373,1,373
SO78814,GAM_CTR-1013,20902,3,20251127,20251130,20251211,2280,2,1140
SO78815,COM_LAP-1011,24342,3,20251111,20251119,20251126,97506,2,48753
SO78816,DIS_TVS-1006,22137,5,20251116,20251124,20251206,63155,1,63155
SO78816,COM_MTB-1003,22137,5,20251116,20251124,20251206,15788,2,7894
SO78817,ACC_CAS-1001,20136,2,20251115,20251123,20251127,372,2,0
SO78818,GAM_CTR-1002,20791,5,20251123,20251126,20251212,3280,2,1640
SO78819,GAM_CON-1014,24358,2,20251115,20251118,20251125,22386,2,11193
SO78819,COM_LAP-1003,24358,2,20251115,20251118,20251125,33603,1,33603
SO78819,DIS_MON-1006,24358,2,20251115,20251118,20251125,21571,1,21571
SO78819,MOB_SWA-1006,24358,2,20251115,20251118,20251125,13029,1,13029
SO78820,GAM_CTR-1008,21668,5,20251115,20251118,20251204,5728,2,2864
SO78821,MOB_TAB-1009,25278,2,20251110,20251112,20251121,59366,2,29683
SO78821,DIS_MON-1005,25278,2,20251110,20251112,20251121,39358,2,19679
SO78821,MOB_SMP-1011,25278,2,20251110,20251112,20251121,43918,2,21959
SO78822,GAM_CON-1006,27271,6,20251107,20251109,20251117,82047,3,27349
SO78823,ACC_CAS-1004,26890,4,20251120,20251128,20251203,1304,1,1304
SO78823,GAM_CTR-1018,26890,4,20251120,20251128,20251203,10050,2,5025
SO78823,GAM_CON-1012,26890,4,20251120,20251128,20251203,29567,1,29567
SO78823,GAM_CTR-1014,26890,4,20251120,20251128,20251203,1179,1,1179
SO78823,COM_LAP-1006,26890,4,20251120,20251128,20251203,75364,1,75723
SO78824,GAM_ACC-1017,,2,20251116,20251126,20251129,3572,1,3572
SO78825,ACC_CAS-1008,23814,5,20251119,20251129,20251202,696,2,348
SO78826,COM_DSK-1017,22229,5,20251123,20251129,20251206,148906,2,74453
SO78827,COM_STR-1014,24731,6,20251109,20251119,20251121,9383,1,9383
SO78827,GAM_CTR-1004,24731,6,20251109,20251119,20251121,4887,1,4887
SO78827,GAM_ACC-1002,,6,20251109,20251119,20251121,1272,1,1272
SO78828,GAM_ACC-1016,22460,6,20251126,20251204,20251214,3704,2,1852
SO78829,COM_STR-1006,25155,1,20251105,20251108,20251118,5009,1,5009
SO78830,MOB_SMP-1001,23901,6,20251112,20251114,20251126,103662,2,51831
SO78830,GAM_CON-1001,23901,6,20251112,20251114,20251126,57924,2,28962
SO78831,ACC_CHG-1002,27053,7,20251129,20251204,20251214,560,1,560
SO78832,COM_DSK-1006,27472,7,20251107,20251111,20251120,51923,1,51923
SO78833,COM_LAP-1002,27730,5,20251108,20251116,20251127,196130,2,98065
SO78834,MOB_SWA-1001,27104,4,20251128,20251130,20251217,24940,2,12470
SO78834,DIS_TVS-1002,27104,4,20251128,20251130,20251217,20081,1,20081
SO78835,COM_MTB-1007,22160,4,20251109,20251115,20251120,7003,2,3387
SO78836,COM_LAP-1014,26426,7,20251118,20251127,20251204,2322,2,1161
SO78836,MOB_TAB-1006,26426,7,20251118,20251127,20251204,25215,3,8405
SO78837,MOB_SMP-1001,26663,6,20251113,20251119,20251128,47431,1,47431
SO78837,COM_STR-1017,26663,6,20251113,20251119,20251128,8336,1,8336
SO78838,GAM_CTR-1009,21226,1,20251114,20251119,20251130,5298,2,2649
SO78839,ACC_CAB-1016,21972,6,20251106,20251112,20251117,127,1,127
SO78840,COM_STR-1002,20680,5,20251102,20251109,20251120,13752,2,6876
SO78840,GAM_CTR-1012,20680,5,20251102,20251109,20251120,4150,2,2075
SO78840,GAM_CON-1014,20680,5,20251102,20251109,20251120,35091,3,11697
SO78841,COM_STR-1003,25290,4,20251103,20251107,20251115,14654,2,7327
SO78842,MOB_SWA-1018,25583,4,20251123,20251130,20251212,11656,1,11656
SO78843, MOB_SMP-1009,24824,6,20251127,20251129,20251211,91266,2,45633
SO78844,ACC_PWB-1005,26075,5,20251108,20251113,20251122,921,1,921
SO78845,GAM_CON-1007,22049,1,20251111,20251113,20251123,70065,3,23355
SO78846,COM_DSK-1006,23823,5,20251111,20251121,20251122,57681,1,57681
SO78847,MOB_SWA-1004,23219,6,20251125,20251201,20251210,27126,2,13563
SO78847,GAM_ACC-1013,23219,6,20251125,20251201,20251210,3342,2,1671
SO78848,COM_MTB-1003,24010,6,20251103,20251108,20251115,7659,1,7659
SO78849,ACC_PWB-1011,22369,4,20251114,20251123,20251126,7454,3,2627
SO78849,GAM_CON-1012,22369,4,20251114,20251123,20251126,60132,2,30066
SO78849,ACC_CHG-1001,22369,4,20251114,20251123,20251126,629,1,629
SO78850,MOB_SWA-1016,23244,1,20251109,20251118,20251120,3998,1,3998
SO78850,ACC_CHG-1017,23244,1,20251109,20251118,20251120,1437,1,-1437
SO78851,MOB_SWA-1005,21725,6,20251103,20251109,20251113,36642,3,12214
SO78851,COM_MTB-1008,21725,6,20251103,20251109,20251113,11724,1,11724
SO78852,MOB_SWA-1012,20006,2,20251118,20251125,20251128,24614,2,12307
SO78853,ACC_CHG-1009,27660,7,20251109,20251119,20251120,1628,2,814
SO78853,GAM_ACC-1006,27660,7,20251109,20251119,20251120,6060,2,3030
SO78853,COM_RAM-1013,27660,7,20251109,20251119,20251120,1755,1,1755
SO78853,DIS_TVS-1009,27660,7,20251109,20251119,20251120,32452,2,16226
SO78853,ACC_CAB-1009,27660,7,20251109,20251119,20251120,442,2,221
SO78854,COM_LAP-1010,20703,5,20251126,20251128,20251206,192519,3,64173
SO78854,GAM_CON-1005,20703,5,20251126,20251128,20251206,62908,2,31454
SO78855,ACC_CAB-1014,24670,5,20251114,20251119,20251124,930,3,310
SO78856,COM_LAP-1012,25928,1,20251129,20251201,20251215,240885,3,0
SO78856,MOB_SWA-1007,25928,1,20251129,20251201,20251215,14582,2,7291
SO78856,COM_RAM-1010,25928,1,20251129,20251201,20251215,3786,3,1262
SO78857,MOB_SMP-1002,26322,7,20251130,20251204,20251214,57075,3,19025
SO78857,COM_LAP-1001,26322,7,20251130,20251204,20251214,57102,1,57102
SO78858,ACC_CAB-1020,23483,1,20251101,20251103,20251118,504,1,504
SO78858,COM_RAM-1007,23483,1,20251101,20251103,20251118,8766,3,2922
SO78858,ACC_CHG-1003,23483,1,20251101,20251103,20251118,314,1,314
SO78858,GAM_CTR-1010,23483,1,20251101,20251103,20251118,1623,1,1735
SO78859,ACC_CAS-1005,27343,7,20251103,20251111,20251123,840,2,420
SO78859,COM_STR-1002,27343,7,20251103,20251111,20251123,7118,1,7118
SO78860, COM_DSK-1004,20815,1,20251102,20251108,20251117,78420,3,26140
SO78861,MOB_SWA-1017,20155,6,20251110,20251112,20251130,28890,2,14445
SO78862,GAM_CON-1014,25594,2,20251102,20251108,20251112,23416,2,11708
SO78863,ACC_CAS-1005,22690,5,20251123,20251127,20251207,818,2,409
SO78864,MOB_TAB-1006,22149,6,20251124,20251204,20251209,15768,2,7884
SO78865,DIS_TVS-1010,22538,7,20251130,20251202,20251219,41063,1,41063
SO78866,ACC_PWB-1011,27121,3,20251123,20251126,20251206,3030,1,3030
SO78866,MOB_SMP-1008,27121,3,20251123,20251126,20251206,35336,2,17668
SO78867,COM_DSK-1020,26832,1,20251107,20251117,20251124,19723,1,19723
SO78868,DIS_TVS-1007,24604,6,20251114,20251124,20251202,65619,3,21873
SO78869,GAM_ACC-1004,23794,6,20251119,20251128,20251203,663,1,663
SO78870,ACC_CAS-1009,25759,7,20251111,20251121,20251201,594,1,594
SO78871,DIS_MON-1011,20235,7,20251121,20251130,20251211,30100,2,15050
SO78871,ACC_CAB-1018,20235,7,20251121,20251130,20251211,1311,1,1311
SO78872,ACC_CHG-1014,26635,3,20251114,20251118,20251130,443,1,443
SO78873,DIS_TVS-1004,20236,5,20251122,20251202,20251207,55824,1,55824
SO78874,ACC_PWB-1005,23147,2,20251110,20251120,20251124,826,1,826
SO78875,COM_GPU-1003,26147,6,20251107,20251112,20251122,1249,1,1249
SO78876,COM_RAM-1006,24512,3,20251122,20251128,20251210,1978,1,1978
SO78877,COM_DSK-1010,21067,3,20251113,20251122,20251201,1201,1,1201
SO78878,MOB_SMP-1005,22697,7,20251113,20251123,20251123,156237,3,52079
SO78879,ACC_CAB-1018,26027,5,20251116,20251123,20251203,2412,2,1206
SO78880,COM_DSK-1001,24213,4,20251101,20251104,20251112,15130,1,15130
SO78880,COM_STR-1001,24213,4,20251101,20251104,20251112,7708,1,7708
SO78881,ACC_CAS-1006,21223,4,20251130,20251202,20251214,388,2,194
SO78881,COM_LAP-1012,21223,4,20251130,20251202,20251214,71488,1,71488
SO78882, GAM_CON-1019,24561,2,20251130,20251210,20251220,,3,1189
SO78883,ACC_CAB-1015,23293,7,20251127,20251129,20251210,447,1,447
SO78883,GAM_ACC-1003,23293,7,20251127,20251129,20251210,5530,2,2765
SO78883,COM_DSK-1004,23293,7,20251127,20251129,20251210,26427,1,26427
SO78884,MOB_SWA-1017,21106,2,20251118,20251120,20251207,31038,2,15519
SO78884,COM_STR-1002,21106,2,20251118,20251120,20251207,22608,3,7536
SO78884,ACC_CAB-1007,21106,2,20251118,20251120,20251207,1098,3,366
SO78884, GAM_CON-1018,21106,2,20251118,20251120,20251207,24278,2,12139
SO78885,GAM_ACC-1018,24554,3,20251117,20251124,20251128,2956,2,1478
SO78885,COM_DSK-1009,24554,3,20251117,20251124,20251128,1181,1,1181
SO78886,COM_RAM-1014,26348,3,20251112,20251118,20251124,2942,1,2942
SO78886,COM_MTB-1001,26348,3,20251112,20251118,20251124,15956,2,7978
SO78887,GAM_ACC-1006,21358,7,20251102,20251106,20251122,2941,1,2941
SO78887,GAM_CTR-1017,21358,7,20251102,20251106,20251122,1503,1,0
SO78888,GAM_CON-1006,25631,3,20251118,20251128,20251204,82458,3,27486
SO78888,ACC_CAS-1003,25631,3,20251118,20251128,20251204,656,1,656
SO78888,COM_DSK-1003,25631,3,20251118,20251128,20251204,133736,2,66868
SO78888,COM_DSK-1001,25631,3,20251118,20251128,20251204,31714,2,15857
SO78888,GAM_CTR-1011,25631,3,20251118,20251128,20251204,3076,2,1538
SO78888,GAM_CON-1002,25631,3,20251118,20251128,20251204,70866,3,23622
SO78889,ACC_CHG-1003,26881,4,20251110,20251120,20251122,1014,3,338
SO78890,ACC_CHG-1012,22581,7,20251114,20251124,20251130,2211,3,737
SO78890,COM_DSK-1016,22581,7,20251114,20251124,20251130,15564,1,15564
SO78891,GAM_CTR-1007,,2,20251126,20251201,20251213,7856,2,3928
SO78892,COM_RAM-1008,22956,2,20251122,20251202,20251208,4141,1,4141
SO78893,ACC_CAS-1011,23505,6,20251122,20251126,20251206,664,1,664
SO78893,ACC_PWB-1007,23505,6,20251122,20251126,20251206,5496,2,2941
SO78894,DIS_TVS-1010,22960,7,20251101,20251110,20251121,73894,2,36947
SO78894,GAM_CTR-1011,22960,7,20251101,20251110,20251121,2970,2,1485
SO78895,COM_RAM-1009,21286,3,20251104,20251109,20251114,6696,2,3348
SO78896,ACC_CAB-1004,23174,7,20251121,20251128,20251210,441,3,147
SO78896,DIS_MON-1009,23174,7,20251121,20251128,20251210,26656,2,13328
SO78896,COM_STR-1014,23174,7,20251121,20251128,20251210,19056,2,0
SO78897,ACC_CHG-1016,23253,5,20251114,20251123,20251201,1500,2,750
SO78898,GAM_CON-1006,22317,4,20251107,20251113,20251127,27684,1,27684
SO78898,ACC_CAB-1016,22317,4,20251107,20251113,20251127,136,1,136
SO78899,COM_GPU-1011,23405,6,20251108,20251110,20251118,41732,1,41732
SO78899,ACC_CHG-1017,23405,6,20251108,20251110,20251118,2854,2,1427
SO78899,DIS_MON-1002,23405,6,20251108,20251110,20251118,16179,1,16179
SO78899, COM_LAP-1006,23405,6,20251108,20251110,20251118,229488,3,76496
SO78900,COM_RAM-1009,22842,3,20251130,20251204,20251215,7044,2,3522
SO78900,MOB_SWA-1009,22842,3,20251130,20251204,20251215,7740,1,7740
SO78900,COM_LAP-1008,22842,3,20251130,20251204,20251215,79254,2,39627
SO78901,COM_RAM-1015,25010,5,20251126,20251206,20251207,2894,1,2894
SO78902, MOB_TAB-1002,21410,2,20251127,20251206,20251217,,2,21101
SO78902,GAM_CON-1012,21410,2,20251127,20251206,20251217,81492,3,27164
SO78903,GAM_CON-1008,25402,2,20251108,20251110,20251128,19571,1,19571
SO78903,ACC_CHG-1007,25402,2,20251108,20251110,20251128,1145,1,1145
SO78903,COM_STR-1009,25402,2,20251108,20251110,20251128,5573,1,0
SO78904,DIS_TVS-1002,22047,6,20251123,20251128,20251211,41034,2,20517
SO78905,DIS_TVS-1009,26758,5,20251115,20251124,20251125,16358,1,16358
SO78906,DIS_MON-1010,22872,3,20251120,20251128,20251205,32590,2,16295
SO78907,ACC_PWB-1011,22389,2,0,20251126,20251207,5340,2,0
SO78907,MOB_SMP-1007,22389,2,20251118,20251126,20251207,10857,1,10857
SO78908,ACC_CAB-1001,26947,1,20251115,20251122,20251130,247,1,247
SO78908,COM_STR-1015,26947,1,20251115,20251122,20251130,3024,2,1512
SO78909,MOB_SWA-1002,25898,1,20251126,20251206,20251214,32991,3,10997
SO78910,GAM_CON-1020,24377,7,20251108,20251116,20251121,27175,1,27175
SO78911,COM_RAM-1002,22066,7,20251128,20251204,20251217,3761,1,3761
SO78912,ACC_CAB-1001,22304,2,20251110,20251120,20251123,259,1,259
SO78912,MOB_TAB-1013,22304,2,20251110,20251120,20251123,33038,2,16519
SO78913,COM_LAP-1006,20402,5,20251107,20251111,20251120,76159,1,76159
SO78913,ACC_PWB-1003,20402,5,20251107,20251111,20251120,2632,1,2632
SO78914,GAM_ACC-1018,21545,4,20251111,20251119,20251125,2936,2,1468
SO78915,COM_STR-1017,20512,7,20251107,20251112,20251122,17902,2,8951
SO78915,GAM_CTR-1015,20512,7,20251107,20251112,20251122,4613,1,4613
SO78915,ACC_CAB-1001,20512,7,20251107,20251112,20251122,540,2,270
SO78916,COM_STR-1013,20808,6,20251128,20251203,20251218,10245,3,3437
SO78917,COM_STR-1013,21501,6,20251118,20251120,20251208,3239,1,3239
SO78918,ACC_CHG-1007,24951,1,20251115,20251117,20251129,3714,3,1238
SO78918,GAM_CTR-1004,24951,1,20251115,20251117,20251129,4687,1,4687
SO78918,ACC_CAB-1015,24951,1,20251115,20251117,20251129,934,2,467
SO78919,GAM_CTR-1001,25147,7,20251123,20251125,20251208,11322,3,3774
SO78920,COM_STR-1009,21752,2,20251123,20251201,20251203,5564,1,5564
SO78920,MOB_TAB-1010,21752,2,20251123,20251201,20251203,16680,1,16680
SO78920,ACC_CHG-1007,21752,2,20251123,20251201,20251203,1186,1,1186
SO78921,ACC_CAS-1003,26296,5,20251104,20251112,20251116,1242,2,0
SO78921,ACC_PWB-1004,26296,5,20251104,20251112,20251116,5600,2,2800
SO78922,ACC_CHG-1011,25075,2,20251107,20251110,20251125,2456,2,1228
SO78923,GAM_ACC-1002,24583,6,20251127,20251204,20251213,1182,1,1182
SO78924,COM_GPU-1010,22769,4,20251125,20251130,20251215,216456,3,72152
SO78924,ACC_CAB-1011,22769,4,20251125,20251130,20251215,1122,3,374
SO78925,MOB_SWA-1018,22134,1,20251125,20251204,20251210,10870,1,10870
SO78926,ACC_CHG-1009,22790,2,20251126,20251204,20251216,1622,2,811
SO78927,GAM_ACC-1008,23353,4,20251103,20251109,20251117,9048,3,3016
SO78928,MOB_TAB-1010,23090,3,20251122,20251129,20251204,15628,1,15628
SO78929,MOB_TAB-1009,27062,7,20251109,20251114,20251127,31346,1,31346
SO78929,COM_LAP-1008,27062,7,20251109,20251114,20251127,80948,2,40474
SO78929,COM_DSK-1006,27062,7,20251109,20251114,20251127,59749,1,59749
SO78930,MOB_TAB-1013,24517,5,20251115,20251117,20251126,17933,1,17933
SO78931,COM_GPU-1008,20741,1,20251109,20251113,20251127,42874,1,42874
SO78932,MOB_SMP-1001,24356,4,20251123,20251201,20251206,49384,1,49384
SO78933,GAM_ACC-1020,27180,1,20251104,20251109,20251114,1901,1,2399
SO78934,ACC_CAS-1012,20961,2,20251106,20251109,20251120,1279,1,1279
SO78934, COM_RAM-1015,20961,2,20251106,20251109,20251120,9891,3,3297
SO78935,GAM_CTR-1014,27257,7,20251119,20251122,20251129,2554,2,1277
SO78936,DIS_MON-1012,26422,5,20251101,20251104,20251120,4050,1,4050
SO78936,COM_MTB-1003,26422,5,20251101,20251104,20251120,23025,3,7675
SO78936,ACC_CAS-1015,26422,5,20251101,20251104,20251120,238,1,238
SO78937,MOB_SWA-1017,25367,5,20251117,20251123,20251130,30962,2,15481
SO78938,GAM_CTR-1008,23956,7,20251108,20251117,20251120,2669,1,2669
SO78938,ACC_PWB-1003,23956,7,20251108,20251117,20251120,5210,2,2605
SO78939,MOB_TAB-1012,25102,2,20251114,20251116,20251129,37779,1,0
SO78940,ACC_CHG-1006,22798,3,20251111,20251117,20251127,2565,3,855
SO78940,GAM_CON-1009,22798,3,20251111,20251117,20251127,19424,1,19424
SO78941,MOB_SWA-1020,20762,2,20251126,20251130,20251215,11340,2,5670
SO78941,ACC_CAB-1011,20762,2,20251126,20251130,20251215,391,1,391
SO78942,MOB_SWA-1020,26258,7,20251130,20251206,20251214,11528,2,5764
SO78942,MOB_SWA-1018,26258,7,20251130,20251206,20251214,11915,1,11915
SO78942,COM_RAM-1014,26258,7,0,20251206,20251214,2853,1,2853
SO78942,ACC_PWB-1001,26258,7,20251130,20251206,20251214,3388,2,1694
SO78943,ACC_PWB-1008,21965,1,20251108,20251116,20251121,5736,2,2868
SO78944,DIS_MON-1005,24112,6,20251110,20251119,20251126,18504,1,18504
SO78944,MOB_TAB-1002,24112,6,20251110,20251119,20251126,59637,3,19879
SO78944,GAM_CON-1016,24112,6,20251110,20251119,20251126,11974,1,11974
SO78945,MOB_SWA-1010,27709,4,20251115,20251119,20251203,11092,1,11092
SO78946,ACC_CAS-1010,26178,4,20251110,20251112,20251122,1131,3,377
SO78947,MOB_SWA-1020,21138,2,20251113,20251119,20251127,6421,1,6421
SO78947,ACC_CAS-1014,21138,2,20251113,20251119,20251127,1352,2,676
SO78948,MOB_TAB-1009,25218,7,20251104,20251111,20251123,28534,1,28534
SO78948,GAM_CTR-1001,25218,7,20251104,20251111,20251123,7458,2,3729
SO78949,COM_GPU-1010,25164,7,20251101,20251107,20251112,66451,1,66451
SO78950,DIS_MON-1014,21653,4,20251115,20251125,20251129,13234,2,6617
SO78951,ACC_CAS-1015,20055,7,20251105,20251115,20251120,270,1,270
SO78951,ACC_CAB-1010,20055,7,20251105,20251115,20251120,956,2,478
SO78952,COM_GPU-1007,20691,1,20251116,20251118,20251126,1267,1,1267
SO78952,MOB_TAB-1006,20691,1,20251116,20251118,20251126,7841,1,7841
SO78952,ACC_CAS-1009,20691,1,20251116,20251118,20251126,613,1,613
SO78953,ACC_PWB-1006,26471,2,20251101,20251105,20251116,1916,1,1916
SO78953,COM_STR-1001,26471,2,20251101,20251105,20251116,7660,1,7660
