sls_ord_num,sls_prd_key,sls_cust_id,sls_store_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO77461,COM_DSK-1001,21520,2,20251015,20251017,20251102,30996,2,15498
SO77461,ACC_CHG-1012,21520,2,20251015,20251017,20251102,2358,3,786
SO77462,MOB_SMP-1002,20405,5,20251019,20251025,20251103,37642,2,18821
SO77463,COM_GPU-1007,23286,2,20251019,20251024,20251029,1261,1,1261
SO77464,GAM_ACC-1004,25800,2,20251014,20251016,20251027,1374,2,687
SO77464,ACC_CHG-1003,25800,2,20251014,20251016,20251027,939,3,313
SO77464,ACC_CAS-1007,25800,2,20251014,20251016,20251027,293,1,293
SO77465,COM_STR-1015,26692,6,20251026,20251101,20251114,3022,2,1511
SO77465,COM_LAP-1004,26692,6,20251026,20251101,20251114,60815,1,60815
SO77466,ACC_CHG-1002,24597,5,20251026,20251102,20251112,508,1,508
SO77467,GAM_CTR-1003,20634,1,20251022,20251027,20251111,3269,1,3269
SO77467,DIS_TVS-1002,20634,1,20251022,20251027,20251111,19796,1,19796
SO77468,ACC_CAS-1006,21191,5,20251028,20251107,20251111,416,2,208
SO77469,MOB_SMP-1006,21179,5,20251026,20251103,20251108,1286,1,1286
SO77470,GAM_CTR-1009,22440,4,20251013,20251020,20251027,4804,2,2402
SO77471,MOB_SWA-1001,22266,6,20251018,20251024,20251107,41841,3,13947
SO77471,COM_GPU-1004,22266,6,20251018,20251024,20251107,33319,1,33319
SO77472,MOB_TAB-1003,22834,1,20251009,20251017,20251024,56583,3,18861
SO77473,ACC_CAS-1005,23602,7,20251020,20251026,20251104,449,1,449
SO77474,ACC_CAS-1010,21421,6,20251002,20251005,20251021,798,2,399
SO77475,DIS_MON-1001,21978,3,20251006,20251008,20251018,26498,2,13249
SO77476,ACC_CAS-1014,25814,7,20251031,20251108,20251120,1923,3,641
SO77476,ACC_PWB-1008,25814,7,20251031,20251108,20251120,2795,1,2795
SO77476,ACC_CAS-1013,25814,7,20251031,20251108,20251120,407,1,407
SO77477,COM_LAP-1006,22285,6,20251007,20251010,20251018,145424,2,72712
SO77477,COM_RAM-1003,22285,6,20251007,20251010,20251018,1484,1,1484
SO77478,MOB_SWA-1013,22976,5,20251003,20251012,20251022,27056,2,13528
SO77478,ACC_PWB-1001,22976,5,20251003,20251012,20251022,3038,2,1519
SO77478,ACC_CAS-1009,22976,5,20251003,20251012,20251022,2028,3,676
SO77478,ACC_PWB-1004,22976,5,20251003,20251012,20251022,7974,3,2658
SO77479,MOB_SMP-1002,26702,7,20251020,20251022,20251102,17290,1,17290
SO77479,COM_DSK-1012,26702,7,20251020,20251022,20251102,116784,2,58392
SO77480,COM_RAM-1007,24708,4,20251024,20251026,20251110,6608,2,3304
SO77480,GAM_CTR-1017,24708,4,20251024,0,20251110,4569,3,1523
SO77480,GAM_CON-1001,24708,4,20251024,20251026,20251110,54804,2,27402
SO77480,COM_GPU-1006,24708,4,20251024,20251026,20251110,74737,1,74737
SO77480,MOB_TAB-1003,24708,4,20251024,20251026,20251110,18001,1,18001
SO77480,ACC_CAS-1008,24708,4,20251024,20251026,20251110,349,1,349
SO77480,COM_GPU-1004,24708,4,20251024,20251026,20251110,31996,1,31996
SO77481,MOB_SWA-1009,25232,2,0,20251012,20251024,15806,2,7903
SO77481,ACC_PWB-1005,25232,2,20251008,20251012,20251024,848,1,848
SO77481,GAM_CON-1006,25232,2,20251008,20251012,20251024,24991,1,25333
SO77482,COM_STR-1010,26667,6,20251009,20251016,20251027,9949,1,9949
SO77483,DIS_TVS-1006,21864,4,20251021,20251024,20251109,124630,2,62315
SO77484,MOB_SWA-1007,,1,20251024,20251103,20251110,13550,2,6775
SO77485,COM_MTB-1004,21300,5,20251012,20251021,20251027,13230,1,13230
SO77486,ACC_PWB-1013,24508,1,20251004,20251010,20251024,545,1,545
SO77486,MOB_SMP-1010,24508,1,20251004,20251010,20251024,9124,2,4562
SO77487,MOB_SMP-1012,22233,7,20251001,20251010,20251013,1345,1,1345
SO77487,DIS_TVS-1003,22233,7,20251001,20251010,20251013,14770,1,14770
SO77488,GAM_ACC-1001,22213,6,20251018,20251022,20251028,1693,1,1693
SO77488,ACC_CAS-1005,22213,6,20251018,20251022,20251028,1272,3,424
SO77489,MOB_SMP-1004,21663,6,20251010,20251018,20251030,35914,2,17957
SO77489,MOB_SWA-1006,21663,6,20251010,20251018,20251030,13626,1,13626
SO77489,COM_DSK-1007,21663,6,20251010,20251018,20251030,141423,3,47141
SO77489,ACC_CHG-1001,21663,6,20251010,0,20251030,1680,3,560
SO77490,GAM_CON-1015,22071,6,20251029,20251103,20251115,27489,1,27489
SO77491,GAM_ACC-1020,24932,4,20251030,20251103,20251117,4786,2,2393
SO77492,MOB_SMP-1012,21568,6,20251007,20251011,20251026,2590,2,1295
SO77493,MOB_TAB-1003,25741,3,20251031,0,20251114,19510,1,19510
SO77493,ACC_CAS-1004,25741,3,20251031,20251108,20251114,1323,1,1323
SO77493,ACC_PWB-1006,25741,3,20251031,20251108,20251114,3406,2,1703
SO77494,MOB_SWA-1003,25793,7,20251026,20251105,20251107,4470,2,2323
SO77495,GAM_CTR-1008,20264,7,20251011,20251015,20251022,5188,2,2594
SO77496,COM_STR-1011,21762,2,20251004,20251007,20251018,17113,2,8779
SO77496,ACC_CAB-1004,21762,2,20251004,20251007,20251018,330,2,165
SO77496,MOB_SWA-1019,21762,2,20251004,20251007,20251018,20696,2,10348
SO77497,GAM_CON-1006,20778,6,20251006,20251011,20251018,27311,1,27311
SO77497,MOB_SWA-1016,20778,6,20251006,20251011,20251018,11808,3,3993
SO77497,GAM_CON-1012,20778,6,20251006,20251011,20251018,83010,3,27670
SO77497,COM_DSK-1010,20778,6,20251006,20251011,20251018,3873,3,1291
SO77498,ACC_CHG-1011,25697,3,20251025,20251028,20251104,1307,1,1307
SO77499,GAM_CON-1010,23489,3,20251029,20251103,20251108,27092,1,27092
SO77499,COM_RAM-1009,23489,3,20251029,20251103,20251108,3645,1,3645
SO77499,ACC_PWB-1001,23489,3,20251029,20251103,20251108,5280,3,1760
SO77500,MOB_TAB-1001,25051,6,20251016,20251026,20251028,12405,1,12405
SO77500,MOB_SWA-1014,25051,6,20251016,20251026,20251028,19881,3,6627
SO77501,COM_GPU-1007,24285,4,20251021,20251031,20251106,1202,1,1202
SO77501,ACC_PWB-1009,24285,4,20251021,20251031,20251106,686,1,686
SO77502,COM_RAM-1002,20022,4,20251008,20251017,20251018,4062,1,4062
SO77503,GAM_CON-1003,22030,1,20251013,20251017,20251027,1190,1,1190
SO77504,GAM_CON-1017,26048,4,20251029,20251103,20251114,31324,2,15662
SO77505,GAM_ACC-1009,22920,4,20251030,20251105,20251115,7671,3,-2557
SO77506,COM_STR-1006,22836,3,20251017,20251021,20251102,5350,1,5350
SO77506,MOB_TAB-1001,22836,3,20251017,20251021,20251102,22722,2,11361
SO77506,COM_RAM-1005,22836,3,0,20251021,20251102,8258,2,4129
SO77506,ACC_CAB-1014,22836,3,20251017,20251021,20251102,654,2,327
SO77507,DIS_MON-1007,22257,3,20251018,20251026,20251106,24076,2,12038
SO77508,ACC_CAS-1003,23201,2,20251001,20251004,20251014,606,1,606
SO77509,ACC_CAB-1015,21289,3,20251018,20251022,20251105,471,1,471
SO77509,DIS_MON-1004,21289,3,20251018,20251022,20251105,6025,1,6025
SO77509,MOB_SMP-1009,21289,3,20251018,20251022,20251105,47771,1,47771
SO77509,COM_STR-1006,21289,3,20251018,20251022,20251105,10926,2,5463
SO77509,ACC_CHG-1004,21289,3,20251018,20251022,20251105,1620,2,810
SO77509,COM_STR-1011,21289,3,20251018,20251022,20251105,17906,2,8953
SO77509,COM_DSK-1013,21289,3,20251018,20251022,20251105,1325,1,1325
SO77509,GAM_CON-1008,21289,3,20251018,20251022,20251105,19100,1,19100
SO77510,COM_GPU-1006,22901,2,20251015,20251018,20251026,206688,3,68896
SO77511,DIS_MON-1006,26970,5,20251017,20251024,20251101,63957,3,21319
SO77512,GAM_ACC-1016,20440,6,20251018,20251028,20251030,3568,2,1784
SO77513,GAM_CON-1008,20408,2,20251013,20251020,20251031,59931,3,19977
SO77513,COM_RAM-1013,20408,2,20251013,20251020,20251031,1684,1,1684
SO77514,MOB_TAB-1002,22765,3,20251030,20251106,20251117,20920,1,20920
SO77514,DIS_MON-1004,22765,3,20251030,20251106,20251117,5729,1,5729
SO77514,DIS_MON-1003,22765,3,20251030,20251106,20251117,25922,2,12961
SO77514,COM_DSK-1010,22765,3,20251030,20251106,20251117,1165,1,1165
SO77515,DIS_MON-1001,22186,6,20251012,20251017,20251023,12462,1,12462
SO77515,MOB_SMP-1008,22186,6,20251012,20251017,20251023,17295,1,17295
SO77515,ACC_PWB-1006,22186,6,20251012,20251017,20251023,1798,1,1798
SO77516,ACC_PWB-1011,20147,4,20251006,20251016,20251025,9099,3,3033
SO77517,COM_MTB-1006,22367,1,20251026,20251104,20251111,,2,2998
SO77518,COM_RAM-1004,25659,1,20251010,20251012,20251028,3929,1,3929
SO77518,ACC_CHG-1005,25659,1,20251010,20251012,20251028,1848,2,924
SO77518,MOB_TAB-1012,25659,1,20251010,20251012,20251028,38620,1,0
SO77518,ACC_CAS-1007,25659,1,20251010,20251012,20251028,542,2,271
SO77519,GAM_CTR-1009,20675,2,20251002,20251004,20251017,2556,1,2556
SO77519,MOB_SWA-1004,20675,2,20251002,20251004,20251017,15177,1,15177
SO77520,ACC_CAS-1010,21384,4,20251008,0,20251026,744,2,372
SO77521,ACC_CAB-1012,20534,1,20251008,20251017,20251019,350,1,350
SO77522,MOB_TAB-1011,20165,1,20251021,20251024,20251103,43188,2,21594
